jeu_100_25_2.txt,55981,55740.41,239.4284651,2.275,
jeu_100_25_2.txt,56064,56061.43,57.49967913,2.26,
jeu_100_25_2.txt,55811,55803.275,100.6287999,2.127,
jeu_100_25_2.txt,55525,55521.026,65.97852169,2.106,
jeu_100_25_2.txt,55787,55785.483,47.94776023,2.078,
jeu_100_25_2.txt,56382,56369.627,142.3005266,2.163,
jeu_100_25_2.txt,55672,55670.62,43.61760654,2.11,
jeu_100_25_2.txt,55345,55345,0,2.205,
jeu_100_25_2.txt,55699,55365.895,226.9802766,2.204,
jeu_100_25_2.txt,55645,55560.433,185.4186223,2.405,
jeu_100_25_2.txt,55791.1,55722.3199,110.9800258,2.1933,
,,,,,313.3477297
