jeu_200_50_1.txt,355001,354978.914,311.7634305,6.88,
jeu_200_50_1.txt,358764,358737.446,343.4459566,6.696,
jeu_200_50_1.txt,358518,358508.356,215.4451978,6.757,
jeu_200_50_1.txt,363015,362922.358,1362.960732,6.803,
jeu_200_50_1.txt,362725,362690.612,383.7483569,6.525,
jeu_200_50_1.txt,357680,357001.765,943.4487181,6.783,
jeu_200_50_1.txt,362435,361921.898,466.2126656,6.59,
jeu_200_50_1.txt,359485,359165.169,680.9379946,6.666,
jeu_200_50_1.txt,356936,356333.976,147.3237775,6.691,
jeu_200_50_1.txt,358879,358861.075,283.3826589,6.783,
jeu_200_50_1.txt,363015,359112.1569,513.8669489,6.7174,2688.332703
