jeu_200_25_1.txt,194491,193818.388,353.8489048,6.03,
jeu_200_25_1.txt,197162,197149.682,233.7260039,6.898,
jeu_200_25_1.txt,200124,200111.725,174.6771118,6.394,
jeu_200_25_1.txt,192172,192162.828,145.35851,6.238,
jeu_200_25_1.txt,195899,195892.856,114.1877282,6.145,
jeu_200_25_1.txt,199016,198793.18,415.2523349,6.865,
jeu_200_25_1.txt,200386,200376.751,146.4777901,6.931,
jeu_200_25_1.txt,196288,196268.841,315.412187,6.362,
jeu_200_25_1.txt,199055,198344.807,209.1694283,6.622,
jeu_200_25_1.txt,195474,195237.144,477.2134064,6.347,
jeu_200_25_1.txt,200386,196815.6202,258.5323405,6.4832,2670.42727
