jeu_200_25_3.txt,214731,214721.147,155.6815384,6.866,
jeu_200_25_3.txt,213579,213312.837,581.1674324,6.667,
jeu_200_25_3.txt,217644,217069.127,522.266586,6.528,
jeu_200_25_3.txt,216960,216767.795,308.6005622,6.803,
jeu_200_25_3.txt,217922,217901.436,230.8707472,6.827,
jeu_200_25_3.txt,217166,216877.833,262.9015008,6.939,
jeu_200_25_3.txt,217535,217524.602,164.6759594,6.755,
jeu_200_25_3.txt,220045,219681.994,575.3797685,7.047,
jeu_200_25_3.txt,216124,215797.363,704.2487609,6.511,
jeu_200_25_3.txt,216288,216281.686,115.3910283,6.72,
jeu_200_25_3.txt,216524,216491.553,275.0636639,7.175,
jeu_200_25_3.txt,218328,217959.899,572.0933969,6.881,
jeu_200_25_3.txt,217736,217725.895,162.9675795,6.579,
jeu_200_25_3.txt,216099,215583.684,656.9551934,6.53,
jeu_200_25_3.txt,217236,217228.662,134.6694834,6.775,
jeu_200_25_3.txt,214730,214708.877,274.0206486,6.485,
jeu_200_25_3.txt,215959,215671.831,272.0478054,6.991,
jeu_200_25_3.txt,213665,213638.467,252.2612711,6.367,
jeu_200_25_3.txt,216077,216035.119,186.5026081,6.447,
jeu_200_25_3.txt,214491,214481.263,154.0546196,6.593,
jeu_200_25_3.txt,215577,215345.289,275.4767385,6.774,
jeu_200_25_3.txt,217298,217277.253,236.3913936,6.719,
jeu_200_25_3.txt,215342,215325.531,197.2668524,6.825,
jeu_200_25_3.txt,215193,214889.79,612.9232708,6.645,
jeu_200_25_3.txt,216112,216103.132,167.4706857,6.626,
jeu_200_25_3.txt,220045,216176.0826,322.0539638,6.723,1477.09745
